"ticket","year","country","error","mape","disper","esg_score","esg_comb","env_pillar","social_pillar","gov_pillar","qanalyst"
"051900.KS",2016,"Korea; Republic (S. Korea)",0,0,0.06,61.05,61.05,59.15,73.96,37.87,34
"051900.KS",2017,"Korea; Republic (S. Korea)",0,0,0.064,63.39,63.39,57.95,76,43.34,34
"051900.KS",2018,"Korea; Republic (S. Korea)",0,0,0.071,62.52,62.52,62.15,72.66,43.16,30
"051900.KS",2019,"Korea; Republic (S. Korea)",0,0,0.074,74,74,67.73,76,69.82,34
"051900.KS",2020,"Korea; Republic (S. Korea)",0,0,0.062,74,74,68.65,76,67.14,29
"051900.KS",2021,"Korea; Republic (S. Korea)",0.998,0.002,0.065,74,74,73.35,76,58.17,26
"051900.KS",2022,"Korea; Republic (S. Korea)",1.01,0.002,0.074,73.16,73.16,71.78,76,54.53,23
"051900.KS",2023,"Korea; Republic (S. Korea)",0.998,0.002,0.201,15,15,15,17,15,26
"051910.KS",2014,"Korea; Republic (S. Korea)",1.001,0.002,0.172,66.28,66.28,67.61,64.38,67.14,44
"051910.KS",2015,"Korea; Republic (S. Korea)",0.999,0.002,0.089,64.02,64.02,60.7,64.55,68.99,32
"051910.KS",2016,"Korea; Republic (S. Korea)",1,0.002,0.082,69.47,69.47,74,76,46.31,29
"051910.KS",2017,"Korea; Republic (S. Korea)",1,0.002,0.05,70.15,70.15,74,75.43,49.19,31
"051910.KS",2018,"Korea; Republic (S. Korea)",0.999,0.002,0.044,68.22,68.22,74,72.61,43.73,34
"051910.KS",2019,"Korea; Republic (S. Korea)",1,0.002,0.093,68.6,68.6,74,73.73,35.7,33
"051910.KS",2020,"Korea; Republic (S. Korea)",0.999,0.002,0.22,66.29,37.31,65.58,72.77,56.55,30
"051910.KS",2021,"Korea; Republic (S. Korea)",1.005,0.002,0.106,70.61,63.88,65.91,73.78,73.55,26
"051910.KS",2022,"Korea; Republic (S. Korea)",0.998,0.002,0.139,71.72,71.72,65.5,76,73.39,26
"051910.KS",2023,"Korea; Republic (S. Korea)",0.973,0.002,0.147,68.03,50.95,62.88,73.53,67.83,27
"054950.KQ",2014,"Korea; Republic (S. Korea)",0,0,0.087,15,15,15,17,27.88,0
"054950.KQ",2015,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,30.11,1
"054950.KQ",2016,"Korea; Republic (S. Korea)",0.771,0.002,0,15,15,15,17,34.03,5
"054950.KQ",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.151,15,15,15,17,26.3,2
"054950.KQ",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.115,15,15,15,17,27.93,1
"054950.KQ",2019,"Korea; Republic (S. Korea)",1.939,0.002,0,15,15,15,17,33.54,1
"054950.KQ",2020,"Korea; Republic (S. Korea)",1.083,0.002,0,17.61,17.61,15,17,42.46,2
"054950.KQ",2021,"Korea; Republic (S. Korea)",1.769,0.002,0.067,15,15,15,17,15,4
"054950.KQ",2022,"Korea; Republic (S. Korea)",2.098,0.002,0.044,15,15,15,17,15,4
"054950.KQ",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.358,15,15,15,17,15,3
"056190.KQ",2014,"Korea; Republic (S. Korea)",1,0.002,0.029,15,15,15,17,15,21
"056190.KQ",2015,"Korea; Republic (S. Korea)",1,0.002,0.147,15,15,15,17,15,19
"056190.KQ",2016,"Korea; Republic (S. Korea)",1,0.002,0.339,15,15,15,17,15,19
"056190.KQ",2017,"Korea; Republic (S. Korea)",1,0.002,0.101,15,15,15,17,15,16
"056190.KQ",2018,"Korea; Republic (S. Korea)",0.999,0.002,0.076,15,15,15,17,15,16
"056190.KQ",2019,"Korea; Republic (S. Korea)",0.999,0.002,0.078,15,15,23.1,17,15.6,13
"056190.KQ",2020,"Korea; Republic (S. Korea)",1,0.002,0.073,15,15,23.29,17,15,14
"056190.KQ",2021,"Korea; Republic (S. Korea)",1,0.002,0.128,15,15,23.07,17,15,9
"056190.KQ",2022,"Korea; Republic (S. Korea)",0.999,0.002,0.069,15,15,24.78,17,15,12
"056190.KQ",2023,"Korea; Republic (S. Korea)",1,0.002,0.188,15,15,15,17,15,9
"057050.KS",2014,"Korea; Republic (S. Korea)",0,0,0.063,15,15,15,17,15,3
"057050.KS",2015,"Korea; Republic (S. Korea)",0,0,0.037,15,15,15,17,15,7
"057050.KS",2016,"Korea; Republic (S. Korea)",0,0,0.049,15,15,15,17,15,11
"057050.KS",2017,"Korea; Republic (S. Korea)",0,0,0.09,15,15,15,17,15,11
"057050.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.052,15,15,15,17,15,10
"057050.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.044,24.86,24.86,32.42,19.28,24.02,11
"057050.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.059,21.26,21.26,30.47,23.53,15,10
"057050.KS",2021,"Korea; Republic (S. Korea)",0,0,0.067,63.53,63.53,74,48.91,62.73,7
"057050.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.225,68.19,68.19,74,57.85,60.61,4
"057050.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.103,15,15,15,17,15,4
"060980.KS",2014,"Korea; Republic (S. Korea)",0,0,0.088,15,15,15,18.86,15,25
"060980.KS",2015,"Korea; Republic (S. Korea)",0,0,0,15,15,15,18.5,15,6
"060980.KS",2016,"Korea; Republic (S. Korea)",0,0,0.054,15,15,15,17,15,9
"060980.KS",2017,"Korea; Republic (S. Korea)",0,0,0.051,15,15,15,17,33.38,9
"060980.KS",2018,"Korea; Republic (S. Korea)",0,0,0.198,19.19,19.19,15,24.88,32.59,2
"060980.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.07,22.24,22.24,15,29.43,27.92,4
"060980.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.045,42.97,42.97,26.48,57.47,41.3,2
"060980.KS",2021,"Korea; Republic (S. Korea)",1.803,0.002,0.008,41.51,41.51,30.24,45.68,50.15,3
"060980.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.158,51.32,51.32,43.06,66.86,36.38,3
"060980.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.191,15,15,15,17,15,3
"066570.KS",2014,"Korea; Republic (S. Korea)",1,0.002,0,74,65.44,74,76,77,44
"066570.KS",2015,"Korea; Republic (S. Korea)",1.003,0.002,0.15,74,52.24,74,76,77,39
"066570.KS",2016,"Korea; Republic (S. Korea)",0.999,0.002,0.191,74,65.5,74,76,76.01,39
"066570.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.233,74,68.78,74,76,77,36
"066570.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.091,74,74,74,76,75.35,34
"066570.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.12,74,74,74,76,77,34
"066570.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.209,74,74,74,76,77,32
"066570.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.101,74,74,74,76,77,29
"066570.KS",2022,"Korea; Republic (S. Korea)",0,0,0.235,74,67.41,74,76,77,33
"066570.KS",2023,"Korea; Republic (S. Korea)",0,0,0.244,15,15,15,17,15,30
"068270.KS",2014,"Korea; Republic (S. Korea)",1,0.002,0.134,15,15,15,17,22.98,1
"068270.KS",2015,"Korea; Republic (S. Korea)",1,0.002,0,19.33,19.33,15,30.35,22.18,5
"068270.KS",2016,"Korea; Republic (S. Korea)",1,0.002,0.198,22.27,22.27,15,31.52,28.69,11
"068270.KS",2017,"Korea; Republic (S. Korea)",1,0.002,0.109,30.85,30.85,15,35.28,47.38,16
"068270.KS",2018,"Korea; Republic (S. Korea)",0.999,0.002,0.076,22.39,22.39,15,32.22,28.36,16
"068270.KS",2019,"Korea; Republic (S. Korea)",1,0.002,0.109,26.71,26.71,15,47.56,25.52,18
"068270.KS",2020,"Korea; Republic (S. Korea)",1,0.002,0.081,38.84,38.84,26.76,45.89,40.46,22
"068270.KS",2021,"Korea; Republic (S. Korea)",1,0.002,0.045,30.73,30.73,25.21,42.43,23.75,15
"068270.KS",2022,"Korea; Republic (S. Korea)",0.998,0.002,0.084,63.17,63.17,50.86,76,56.4,19
"068270.KS",2023,"Korea; Republic (S. Korea)",1,0.002,0.07,15,15,15,17,15,17
"068760.KQ",2014,"Korea; Republic (S. Korea)",0.771,0.002,0.021,15,15,15,17,15,0
"068760.KQ",2015,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,15,0
"068760.KQ",2016,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,15,0
"068760.KQ",2017,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,20.72,1
"068760.KQ",2018,"Korea; Republic (S. Korea)",0.67,0.002,0,15,15,15,17,20.21,0
"068760.KQ",2019,"Korea; Republic (S. Korea)",0,0,0,15,15,15,22.9,15,0
"068760.KQ",2020,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17.35,15,0
"068760.KQ",2021,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,0
"068760.KQ",2022,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,22.5,15,0
"068760.KQ",2023,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,0
"069960.KS",2014,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,15,35
"069960.KS",2015,"Korea; Republic (S. Korea)",0,0,0.069,15,15,15,17,15,31
"069960.KS",2016,"Korea; Republic (S. Korea)",0,0,0.149,15,15,15,17,18.47,28
"069960.KS",2017,"Korea; Republic (S. Korea)",0,0,0.041,15,15,15,17,15,27
"069960.KS",2018,"Korea; Republic (S. Korea)",0,0,0.032,15,15,15,17,15,22
"069960.KS",2019,"Korea; Republic (S. Korea)",0,0,0.05,15,15,15,24.17,15,27
"069960.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.038,28.65,28.65,26,29.71,29.85,27
"069960.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.165,34.83,34.83,33.44,34.8,36.07,28
"069960.KS",2022,"Korea; Republic (S. Korea)",0,0,0.103,49.67,49.67,45.51,48.89,53.41,25
"069960.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.127,15,15,15,17,15,23
"071840.KS",2014,"Korea; Republic (S. Korea)",1,0.002,0.12,15,15,15,17,15,17
"071840.KS",2015,"Korea; Republic (S. Korea)",0.999,0.002,0.063,15,15,15,17,15,17
"071840.KS",2016,"Korea; Republic (S. Korea)",0.999,0.002,0.129,15,15,15,17,15,14
"071840.KS",2017,"Korea; Republic (S. Korea)",0.999,0.002,0.014,15,15,15,17,15,15
"071840.KS",2018,"Korea; Republic (S. Korea)",0.999,0.002,0.021,15,15,15,17,15,12
"071840.KS",2019,"Korea; Republic (S. Korea)",0.999,0.002,0.036,15,15,15,17,22.42,13
"071840.KS",2020,"Korea; Republic (S. Korea)",1,0.002,0.14,54.08,54.08,43.31,61.12,51.64,10
"071840.KS",2021,"Korea; Republic (S. Korea)",0.999,0.002,0.121,50.79,50.79,48.75,53.4,48.91,9
"071840.KS",2022,"Korea; Republic (S. Korea)",1,0.002,0.362,62.32,62.32,67.47,59.39,62.99,6
"071840.KS",2023,"Korea; Republic (S. Korea)",1.001,0.002,0.362,15,15,15,17,15,3
"078930.KS",2014,"Korea; Republic (S. Korea)",0,0,0,44.23,44.23,53.04,38.78,21.07,33
"078930.KS",2015,"Korea; Republic (S. Korea)",1.017,0.002,0.362,41.04,41.04,42.31,40.93,22.97,20
"078930.KS",2016,"Korea; Republic (S. Korea)",0.396,0.002,0.106,39.02,39.02,43.31,36.54,19.57,22
"078930.KS",2017,"Korea; Republic (S. Korea)",0.123,0.002,0.131,42.65,42.65,49.86,52.09,18.11,17
"078930.KS",2018,"Korea; Republic (S. Korea)",0,0,0.054,44.8,44.8,52.37,55.18,18.42,14
"078930.KS",2019,"Korea; Republic (S. Korea)",0,0,0.095,49.7,49.7,63.05,61.02,15,11
"078930.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.078,48.98,48.98,60.9,55.05,20.85,11
"078930.KS",2021,"Korea; Republic (S. Korea)",0,0,0.362,46.38,46.38,63.28,42.16,23.13,9
"078930.KS",2022,"Korea; Republic (S. Korea)",0,0,0.268,45.75,45.75,66.06,37.76,21.61,6
"078930.KS",2023,"Korea; Republic (S. Korea)",0,0,0.062,15,15,15,17,15,7
"081660.KS",2014,"Korea; Republic (S. Korea)",1.012,0.002,0.12,15,15,15,17,15,13
"081660.KS",2015,"Korea; Republic (S. Korea)",0,0,0.096,15,15,15,17,15,12
"081660.KS",2016,"Korea; Republic (S. Korea)",0,0,0.362,15,15,15,17,15,8
"081660.KS",2017,"Korea; Republic (S. Korea)",0,0,0.362,15,15,15,17,15,6
"081660.KS",2018,"Korea; Republic (S. Korea)",0.998,0.002,0.04,15,15,15,17,15,12
"081660.KS",2019,"Korea; Republic (S. Korea)",0.996,0.002,0.042,42.16,42.16,42.65,37.17,47.47,18
"081660.KS",2020,"Korea; Republic (S. Korea)",0.995,0.002,0.039,72.07,72.07,60.88,76,68,15
"081660.KS",2021,"Korea; Republic (S. Korea)",0.997,0.002,0.139,71.42,71.42,74,76,55.88,14
"081660.KS",2022,"Korea; Republic (S. Korea)",0,0,0.093,68.51,68.51,74,76,51.57,11
"081660.KS",2023,"Korea; Republic (S. Korea)",0,0,0.099,15,15,15,17,15,11
"084990.KQ",2014,"Korea; Republic (S. Korea)",0,0,0.044,15,15,15,17,15,0
"084990.KQ",2015,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,15,1
"084990.KQ",2016,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,15,2
"084990.KQ",2017,"Korea; Republic (S. Korea)",0,0,0.001,15,15,15,17,34.32,2
"084990.KQ",2018,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,25.88,3
"084990.KQ",2019,"Korea; Republic (S. Korea)",1,0.002,0.149,16.22,16.22,15,17,50.4,1
"084990.KQ",2020,"Korea; Republic (S. Korea)",1,0.002,0,20.09,20.09,15,17,62.36,1
"084990.KQ",2021,"Korea; Republic (S. Korea)",1.001,0.002,0,15,15,15,17,31.49,1
"084990.KQ",2022,"Korea; Republic (S. Korea)",2.344,0.002,0,15,15,15,17,31.38,0
"084990.KQ",2023,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,15,0
"086280.KS",2014,"Korea; Republic (S. Korea)",1.045,0.002,0,42.78,42.78,15,52.65,69.96,26
"086280.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.063,49.95,49.95,24.45,56.29,72.31,26
"086280.KS",2016,"Korea; Republic (S. Korea)",2.344,0.002,0.12,56.2,56.2,30.35,67.1,73.04,28
"086280.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.105,61.3,61.3,46.66,71.54,65.54,25
"086280.KS",2018,"Korea; Republic (S. Korea)",1,0.002,0.069,65.95,65.95,58.56,73.48,65.04,25
"086280.KS",2019,"Korea; Republic (S. Korea)",1,0.002,0.076,74,74,69.34,76,77,24
"086280.KS",2020,"Korea; Republic (S. Korea)",1,0.002,0.114,74,74,72.1,76,72.09,23
"086280.KS",2021,"Korea; Republic (S. Korea)",1,0.002,0.096,74,74,74,76,70.41,21
"086280.KS",2022,"Korea; Republic (S. Korea)",0.994,0.002,0.042,74,54.26,74,76,57.52,19
"086280.KS",2023,"Korea; Republic (S. Korea)",1.001,0.002,0.095,15,15,15,17,15,19
"086900.KQ",2014,"Korea; Republic (S. Korea)",0,0,0.073,15,15,15,17,15,8
"086900.KQ",2015,"Korea; Republic (S. Korea)",0,0,0.022,15,15,15,17,15,8
"086900.KQ",2016,"Korea; Republic (S. Korea)",0,0,0.06,15,15,15,17,15,13
"086900.KQ",2017,"Korea; Republic (S. Korea)",0,0,0.048,15,15,15,17,15,15
"086900.KQ",2018,"Korea; Republic (S. Korea)",0,0,0.041,15,15,15,17,15,13
"086900.KQ",2019,"Korea; Republic (S. Korea)",0,0,0.058,15,15,15,17,15,14
"086900.KQ",2020,"Korea; Republic (S. Korea)",0,0,0.181,15,15,15,17,15,9
"086900.KQ",2021,"Korea; Republic (S. Korea)",0,0,0.362,15,15,15,17,15,7
"086900.KQ",2022,"Korea; Republic (S. Korea)",0,0,0.362,15,15,15,17,15,6
"086900.KQ",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.362,15,15,15,17,15,6
"090430.KS",2014,"Korea; Republic (S. Korea)",0,0,0,58.82,58.82,44.55,66.02,59.07,32
"090430.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.103,61.25,61.25,59.99,68.52,48.36,34
"090430.KS",2016,"Korea; Republic (S. Korea)",2.344,0.002,0.079,63.78,63.78,69.03,76,32.01,37
"090430.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.092,65.77,65.77,70.1,76,27.74,35
"090430.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.09,62.98,62.98,70.88,76,25.13,29
"090430.KS",2019,"Korea; Republic (S. Korea)",2.312,0.002,0.111,63.75,63.75,69.76,74.13,37.54,31
"090430.KS",2020,"Korea; Republic (S. Korea)",1.005,0.002,0.106,58.42,58.42,71.52,73.46,16.1,29
"090430.KS",2021,"Korea; Republic (S. Korea)",0,0,0.362,73.31,73.31,74,76,37.95,27
"090430.KS",2022,"Korea; Republic (S. Korea)",0,0,0.135,69.37,69.37,74,76,39.95,23
"090430.KS",2023,"Korea; Republic (S. Korea)",0,0,0.362,15,15,15,17,15,26
"096530.KQ",2014,"Korea; Republic (S. Korea)",1,0.002,0.343,15,15,15,17,15,7
"096530.KQ",2015,"Korea; Republic (S. Korea)",1,0.002,0.086,15,15,15,17,15,10
"096530.KQ",2016,"Korea; Republic (S. Korea)",0,0,0.114,15,15,15,17,15,10
"096530.KQ",2017,"Korea; Republic (S. Korea)",0,0,0.199,15,15,15,17,15,5
"096530.KQ",2018,"Korea; Republic (S. Korea)",0,0,0.271,15,15,15,17,15,4
"096530.KQ",2019,"Korea; Republic (S. Korea)",0,0,0.123,23.64,23.64,15,45.28,19.69,8
"096530.KQ",2020,"Korea; Republic (S. Korea)",0,0,0.045,41.92,41.92,15,76,19.5,6
"096530.KQ",2021,"Korea; Republic (S. Korea)",0,0,0.059,43.49,43.49,15,76,15.89,4
"096530.KQ",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.063,47.33,47.33,30.07,76,16.04,3
"096530.KQ",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.029,15,15,15,17,15,1
"096770.KS",2014,"Korea; Republic (S. Korea)",1,0.002,0.192,74,74,73.25,76,77,41
"096770.KS",2015,"Korea; Republic (S. Korea)",1,0.002,0.362,72.73,72.73,54.63,76,77,32
"096770.KS",2016,"Korea; Republic (S. Korea)",1,0.002,0.156,74,74,72.92,76,77,33
"096770.KS",2017,"Korea; Republic (S. Korea)",0.999,0.002,0.073,74,74,74,76,77,34
"096770.KS",2018,"Korea; Republic (S. Korea)",0.999,0.002,0.051,74,74,74,76,77,33
"096770.KS",2019,"Korea; Republic (S. Korea)",1,0.002,0.16,74,62.61,74,76,77,32
"096770.KS",2020,"Korea; Republic (S. Korea)",1,0.002,0.255,74,74,74,76,77,31
"096770.KS",2021,"Korea; Republic (S. Korea)",1.001,0.002,0.091,74,61.77,74,76,77,32
"096770.KS",2022,"Korea; Republic (S. Korea)",1,0.002,0.29,74,74,74,76,77,26
"096770.KS",2023,"Korea; Republic (S. Korea)",1,0.002,0.278,15,15,15,17,15,28
"097230.KS",2014,"Korea; Republic (S. Korea)",0.866,0.002,0.124,15.47,15.47,16.25,17,28.23,6
"097230.KS",2015,"Korea; Republic (S. Korea)",1.029,0.002,0.014,15,15,15,17,22.81,7
"097230.KS",2016,"Korea; Republic (S. Korea)",0.979,0.002,0.105,15,15,15,17,18.67,7
"097230.KS",2017,"Korea; Republic (S. Korea)",0.979,0.002,0.362,15,15,15,17,37.78,5
"097230.KS",2018,"Korea; Republic (S. Korea)",1.192,0.002,0.249,15,15,15,17,15,1
"097230.KS",2019,"Korea; Republic (S. Korea)",0.99,0.002,0,15,15,15,17,27.48,1
"097230.KS",2020,"Korea; Republic (S. Korea)",1,0.002,0,18.07,18.07,15,19.76,24.87,1
"097230.KS",2021,"Korea; Republic (S. Korea)",1,0.002,0,16.27,16.27,15,29.72,15,1
"097230.KS",2022,"Korea; Republic (S. Korea)",1,0.002,0,56.11,56.11,59.97,75.12,24.52,1
"097230.KS",2023,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,1
"097950.KS",2014,"Korea; Republic (S. Korea)",1,0.002,0,59.42,59.42,74,54.21,50.31,24
"097950.KS",2015,"Korea; Republic (S. Korea)",1,0.002,0.142,65.61,65.61,74,65.27,42.74,25
"097950.KS",2016,"Korea; Republic (S. Korea)",1.001,0.002,0.144,71.12,71.12,74,69.8,56.72,25
"097950.KS",2017,"Korea; Republic (S. Korea)",0.999,0.002,0.089,74,74,74,76,75.87,25
"097950.KS",2018,"Korea; Republic (S. Korea)",0.999,0.002,0.142,74,74,74,74.74,76.69,20
"097950.KS",2019,"Korea; Republic (S. Korea)",0.998,0.002,0.059,74,74,74,76,77,23
"097950.KS",2020,"Korea; Republic (S. Korea)",0,0,0.362,74,74,74,76,64.36,24
"097950.KS",2021,"Korea; Republic (S. Korea)",0.923,0.002,0.103,73.29,73.29,74,76,52.62,21
"097950.KS",2022,"Korea; Republic (S. Korea)",0.83,0.002,0.077,69.26,69.26,74,76,38.37,18
"097950.KS",2023,"Korea; Republic (S. Korea)",1.015,0.002,0.1,73.87,73.87,74,76,50.02,14
"098460.KQ",2014,"Korea; Republic (S. Korea)",1,0.002,0.049,15,15,15,17,15,2
"098460.KQ",2015,"Korea; Republic (S. Korea)",1,0.002,0.075,15,15,15,17,15,6
"098460.KQ",2016,"Korea; Republic (S. Korea)",1,0.002,0.112,15,15,15,17,15,8
"098460.KQ",2017,"Korea; Republic (S. Korea)",1,0.002,0.093,15,15,15,17,15,10
"098460.KQ",2018,"Korea; Republic (S. Korea)",1,0.002,0.086,15,15,15,17,15,9
"098460.KQ",2019,"Korea; Republic (S. Korea)",1,0.002,0.045,27.96,27.96,18.68,39.71,19.73,10
"098460.KQ",2020,"Korea; Republic (S. Korea)",1,0.002,0.092,28.42,28.42,21.54,40.03,17.5,8
"098460.KQ",2021,"Korea; Republic (S. Korea)",1,0.002,0.262,33.8,33.8,21.64,54.79,15,7
"098460.KQ",2022,"Korea; Republic (S. Korea)",1,0.002,0.049,44.42,44.42,24.29,67.15,31.06,6
"098460.KQ",2023,"Korea; Republic (S. Korea)",1,0.002,0.119,15,15,15,17,15,5
"111770.KS",2014,"Korea; Republic (S. Korea)",0,0,0.026,15,15,15,17,15,14
"111770.KS",2015,"Korea; Republic (S. Korea)",0,0,0.03,15,15,15,17,15,10
"111770.KS",2016,"Korea; Republic (S. Korea)",0.331,0.002,0.053,15,15,15,17,15,9
"111770.KS",2017,"Korea; Republic (S. Korea)",0.331,0.002,0.152,15,15,15,17,15,10
"111770.KS",2018,"Korea; Republic (S. Korea)",0.365,0.002,0.092,15,15,15,17,15,10
"111770.KS",2019,"Korea; Republic (S. Korea)",0,0,0.034,16.69,16.69,15,17,23.21,9
"111770.KS",2020,"Korea; Republic (S. Korea)",0,0,0.038,15,15,15,17,15,9
"111770.KS",2021,"Korea; Republic (S. Korea)",0,0,0.107,27.55,27.55,15,36.12,20.21,8
"111770.KS",2022,"Korea; Republic (S. Korea)",0,0,0.168,29.93,29.93,23.83,36.43,21.62,9
"111770.KS",2023,"Korea; Republic (S. Korea)",0,0,0.093,54.81,54.81,46.43,69.19,33.52,7
"128940.KS",2014,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,15,12
"128940.KS",2015,"Korea; Republic (S. Korea)",0,0,0.185,15,15,15,17,15,14
"128940.KS",2016,"Korea; Republic (S. Korea)",0,0,0.362,15,15,15,17,20.33,17
"128940.KS",2017,"Korea; Republic (S. Korea)",0,0,0.362,15,15,15,17,22.76,20
"128940.KS",2018,"Korea; Republic (S. Korea)",0,0,0.186,39.74,39.74,33.94,43.24,38.75,17
"128940.KS",2019,"Korea; Republic (S. Korea)",0,0,0.274,48.15,48.15,48.66,54.17,38.79,19
"128940.KS",2020,"Korea; Republic (S. Korea)",0,0,0.118,55.46,55.46,67.72,64.66,32.21,14
"128940.KS",2021,"Korea; Republic (S. Korea)",0,0,0.362,55.98,55.98,74,68.21,23.97,15
"128940.KS",2022,"Korea; Republic (S. Korea)",0.985,0.002,0.235,53.87,53.87,74,65.84,15.1,17
"128940.KS",2023,"Korea; Republic (S. Korea)",1.013,0.002,0.058,15,15,15,17,15,21
"139480.KS",2014,"Korea; Republic (S. Korea)",0.737,0.002,0.107,27.3,27.3,26.77,17,64.6,29
"139480.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.115,29.07,29.07,28.07,17,71.27,29
"139480.KS",2016,"Korea; Republic (S. Korea)",2.344,0.002,0.196,33.59,33.59,43.25,17,75.69,29
"139480.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.11,33.35,33.35,42.73,17,75,31
"139480.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.185,31.09,31.09,39.77,17,70.14,28
"139480.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.074,39.86,39.86,50.14,17,74.72,31
"139480.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.296,39.64,39.64,53.46,17,73.11,29
"139480.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.219,59.65,59.65,70.84,53.34,60.75,28
"139480.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.353,54.68,54.68,65.97,47.86,56.52,23
"139480.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.061,15,15,15,17,15,18
"161390.KS",2014,"Korea; Republic (S. Korea)",1,0.002,0.362,74,74,55.5,76,77,31
"161390.KS",2015,"Korea; Republic (S. Korea)",1.003,0.002,0.033,73.57,73.57,57.94,76,77,30
"161390.KS",2016,"Korea; Republic (S. Korea)",0.993,0.002,0.043,74,74,68.78,76,77,29
"161390.KS",2017,"Korea; Republic (S. Korea)",0.992,0.002,0.029,74,74,71.66,74.38,77,28
"161390.KS",2018,"Korea; Republic (S. Korea)",0.99,0.002,0.062,74,74,74,70.8,77,27
"161390.KS",2019,"Korea; Republic (S. Korea)",0.994,0.002,0.083,74,74,74,71.31,77,23
"161390.KS",2020,"Korea; Republic (S. Korea)",0.997,0.002,0.05,74,74,74,69.93,77,23
"161390.KS",2021,"Korea; Republic (S. Korea)",0.998,0.002,0.148,72.62,72.62,74,68.1,73.48,22
"161390.KS",2022,"Korea; Republic (S. Korea)",0.997,0.002,0.054,72.54,61.67,74,67.22,76.19,21
"161390.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.107,15,15,15,17,15,20
"181710.KS",2014,"Korea; Republic (S. Korea)",1,0.002,0.362,30.19,30.19,15,17,63.48,21
"181710.KS",2015,"Korea; Republic (S. Korea)",1.002,0.002,0.199,31.92,31.92,15,17,67.63,19
"181710.KS",2016,"Korea; Republic (S. Korea)",0,0,0.362,27.68,27.68,15,17,58.78,16
"181710.KS",2017,"Korea; Republic (S. Korea)",0,0,0.147,30.52,30.52,15,17,64.32,17
"181710.KS",2018,"Korea; Republic (S. Korea)",1.004,0.002,0.246,33.79,33.79,16.67,17,63.59,15
"181710.KS",2019,"Korea; Republic (S. Korea)",1.003,0.002,0.06,35.54,35.54,19.28,17,65.85,17
"181710.KS",2020,"Korea; Republic (S. Korea)",0.999,0.002,0.191,47.23,47.23,38.5,34.07,61.26,21
